data;
param: I: demand:=
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C8
0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C9
0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 
C10
1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 
;

param pevEnergyOnArrival
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 
:=
C1
0 80 0 0 0 0 0 0 45 0 0 0 0 0 0 0 0 0 37 0 0 0 0 0 
C2
0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C3
26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C4
78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C5
0 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C6
88 0 0 0 0 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 
C7
0 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C8
0 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C9
0 0 80 0 0 0 0 0 0 0 43 0 0 0 0 0 19 0 0 0 0 0 0 0 
C10
56 0 0 0 0 0 0 0 0 0 0 0 0 95 0 0 0 0 0 0 0 0 0 0 
;

param pevDep
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 
:=
C1
0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 
C2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
C3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C6
0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
C7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C9
0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 
C10
0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 
;

param pevEnergyWishDep
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 
:=
C1
0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 90 0 0 0 0 0 0 
C2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 56 0 0 0 0 
C3
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C4
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C5
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C6
0 0 0 0 0 0 0 0 0 0 0 100 0 0 0 0 0 0 0 0 0 0 0 0 
C7
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C8
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C9
0 0 0 0 0 0 0 0 0 100 0 0 0 0 82 0 0 0 0 0 0 0 0 0 
C10
0 0 0 0 0 0 0 0 0 0 78 0 0 0 0 0 0 0 0 0 0 0 0 0 
;

param: pevMinDoD:=

C1 2
C2 5
C3 2
C4 2
C5 2
C6 2
C7 5
C8 2
C9 2
C10 2
;

param: pevPower:=

C1 60
C2 60
C3 70
C4 60
C5 30
C6 20
C7 30
C8 30
C9 70
C10 60
;

set C:=
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
;
param pevDischargePrice
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
:=
C1
2 4 7 10 13 17 20 24 27 30 33 36 39 42 45 49 53 57 63 70 77 84 90 96 100 104 108 112 116 120 124 130 137 145 155 167 177 186 194 200 205 210 215 220 225 230 239 253 270 292 318 341 359 374 386 393 400 407 414 421 428 435 442 449 456 463 470 477 484 491 498 505 511 518 525 532 555 595 651 724 814 889 948 992 1020 1032 1044 1056 1068 1080 1092 1104 1116 1128 1140 1152 1164 1176 1188 1200 
C2
2 4 7 10 13 17 20 24 27 30 33 36 39 42 45 49 53 57 63 70 77 84 90 96 100 104 108 112 116 120 124 130 137 145 155 167 177 186 194 200 205 210 215 220 225 230 239 253 270 292 318 341 359 374 386 393 400 407 414 421 428 435 442 449 456 463 470 477 484 491 498 505 511 518 525 532 555 595 651 724 814 889 948 992 1020 1032 1044 1056 1068 1080 1092 1104 1116 1128 1140 1152 1164 1176 1188 1200 
C3
1 2 4 6 8 11 13 16 18 20 22 24 27 29 30 32 36 40 46 53 62 70 77 83 88 91 95 98 102 106 109 113 118 124 130 138 144 150 155 160 164 168 172 176 180 184 189 195 203 211 220 229 236 242 248 252 257 261 266 270 275 279 284 288 293 297 302 306 311 315 320 324 329 333 338 342 365 405 464 541 637 716 778 822 850 860 870 880 890 900 910 920 930 940 950 960 970 980 990 1000 
C4
2 4 7 10 13 17 20 24 27 30 33 36 39 42 45 49 53 57 63 70 77 84 90 96 100 104 108 112 116 120 124 130 137 145 155 167 177 186 194 200 205 210 215 220 225 230 239 253 270 292 318 341 359 374 386 393 400 407 414 421 428 435 442 449 456 463 470 477 484 491 498 505 511 518 525 532 555 595 651 724 814 889 948 992 1020 1032 1044 1056 1068 1080 1092 1104 1116 1128 1140 1152 1164 1176 1188 1200 
C5
1 2 4 6 8 11 13 16 18 20 22 24 27 29 30 32 36 40 46 53 62 70 77 83 88 91 95 98 102 106 109 113 118 124 130 138 144 150 155 160 164 168 172 176 180 184 189 195 203 211 220 229 236 242 248 252 257 261 266 270 275 279 284 288 293 297 302 306 311 315 320 324 329 333 338 342 361 395 444 508 587 652 704 742 766 775 784 793 802 811 820 829 838 847 856 865 874 882 891 900 
C6
104 107 112 118 124 130 137 143 149 155 161 166 172 177 183 188 194 201 208 215 223 230 238 244 250 256 262 268 274 280 286 293 300 309 318 328 337 346 353 361 367 374 380 386 393 399 407 416 425 436 448 459 469 478 486 493 500 506 513 520 527 534 541 548 555 562 569 576 583 590 597 604 611 618 625 632 643 656 673 693 717 737 755 769 780 789 797 805 813 821 829 837 845 853 861 869 877 884 892 900 
C7
1 2 4 6 8 11 13 16 18 20 22 24 27 29 30 32 36 40 46 53 62 70 77 83 88 91 95 98 102 106 109 113 118 124 130 138 144 150 155 160 164 168 172 176 180 184 189 195 203 211 220 229 236 242 248 252 257 261 266 270 275 279 284 288 293 297 302 306 311 315 320 324 329 333 338 342 361 395 444 508 587 652 704 742 766 775 784 793 802 811 820 829 838 847 856 865 874 882 891 900 
C8
1 2 4 6 8 11 13 16 18 20 22 24 27 29 30 32 36 40 46 53 62 70 77 83 88 91 95 98 102 106 109 113 118 124 130 138 144 150 155 160 164 168 172 176 180 184 189 195 203 211 220 229 236 242 248 252 257 261 266 270 275 279 284 288 293 297 302 306 311 315 320 324 329 333 338 342 361 395 444 508 587 652 704 742 766 775 784 793 802 811 820 829 838 847 856 865 874 882 891 900 
C9
1 2 4 6 8 11 13 16 18 20 22 24 27 29 30 32 36 40 46 53 62 70 77 83 88 91 95 98 102 106 109 113 118 124 130 138 144 150 155 160 164 168 172 176 180 184 189 195 203 211 220 229 236 242 248 252 257 261 266 270 275 279 284 288 293 297 302 306 311 315 320 324 329 333 338 342 365 405 464 541 637 716 778 822 850 860 870 880 890 900 910 920 930 940 950 960 970 980 990 1000 
C10
2 4 7 10 13 17 20 24 27 30 33 36 39 42 45 49 53 57 63 70 77 84 90 96 100 104 108 112 116 120 124 130 137 145 155 167 177 186 194 200 205 210 215 220 225 230 239 253 270 292 318 341 359 374 386 393 400 407 414 421 428 435 442 449 456 463 470 477 484 491 498 505 511 518 525 532 555 595 651 724 814 889 948 992 1020 1032 1044 1056 1068 1080 1092 1104 1116 1128 1140 1152 1164 1176 1188 1200 
;
param pevDischargeRate
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
:=
C1
1 2 3 4 5 5 6 7 8 9 10 11 12 13 14 14 15 16 17 18 19 20 21 22 23 23 24 25 26 27 28 29 30 31 32 32 33 34 35 36 37 38 39 40 41 41 42 43 44 45 46 47 48 49 50 50 51 52 53 54 55 56 57 58 59 59 60 61 62 63 64 65 66 67 68 68 69 70 71 72 73 74 75 76 77 77 78 79 80 81 82 83 84 85 86 86 87 88 89 90 
C2
1 2 2 3 4 4 5 5 6 7 7 8 9 9 10 11 11 12 12 13 14 14 15 16 16 17 18 18 19 19 20 21 21 22 23 23 24 25 25 26 26 27 28 28 29 30 30 31 32 32 33 33 34 35 35 36 37 37 38 39 39 40 40 41 42 42 43 44 44 45 46 46 47 47 48 49 49 50 51 51 52 53 53 54 54 55 56 56 57 58 58 59 60 60 61 61 62 63 63 64 
C3
1 1 2 2 3 3 3 4 4 5 5 5 6 6 7 7 7 8 8 9 9 9 10 10 11 11 12 12 12 13 13 14 14 14 15 15 16 16 16 17 17 18 18 18 19 19 20 20 20 21 21 22 22 22 23 23 24 24 24 25 25 26 26 26 27 27 28 28 28 29 29 30 30 30 31 31 32 32 33 33 33 34 34 35 35 35 36 36 37 37 37 38 38 39 39 39 40 40 41 41 
C4
1 2 3 4 5 6 7 8 9 10 11 12 13 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 84 85 86 87 88 89 90 91 92 93 94 95 96 
C5
1 2 3 4 4 5 6 7 8 9 10 11 11 12 13 14 15 16 17 18 18 19 20 21 22 23 24 24 25 26 27 28 29 30 31 31 32 33 34 35 36 37 37 38 39 40 41 42 43 44 44 45 46 47 48 49 50 51 51 52 53 54 55 56 57 57 58 59 60 61 62 63 64 64 65 66 67 68 69 70 70 71 72 73 74 75 76 77 77 78 79 80 81 82 83 84 84 85 86 87 
C6
1 2 3 3 4 5 6 6 7 8 9 10 10 11 12 13 13 14 15 16 17 17 18 19 20 20 21 22 23 24 24 25 26 27 27 28 29 30 31 31 32 33 34 34 35 36 37 38 38 39 40 41 41 42 43 44 45 45 46 47 48 48 49 50 51 52 52 53 54 55 55 56 57 58 59 59 60 61 62 62 63 64 65 66 66 67 68 69 69 70 71 72 73 73 74 75 76 76 77 78 
C7
1 2 3 4 4 5 6 7 8 9 10 11 11 12 13 14 15 16 17 18 18 19 20 21 22 23 24 24 25 26 27 28 29 30 31 31 32 33 34 35 36 37 37 38 39 40 41 42 43 44 44 45 46 47 48 49 50 51 51 52 53 54 55 56 57 57 58 59 60 61 62 63 64 64 65 66 67 68 69 70 70 71 72 73 74 75 76 77 77 78 79 80 81 82 83 84 84 85 86 87 
C8
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 
C9
1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36 37 37 38 38 39 39 40 40 41 41 42 42 43 43 44 44 45 45 46 46 47 47 48 48 49 49 50 50 
C10
1 2 3 4 5 6 7 8 9 10 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 86 87 88 89 90 91 92 93 94 95 
;
param pevChargeRate
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
:=
C1
1 2 3 4 4 5 6 7 8 9 10 10 11 12 13 14 15 16 16 17 18 19 20 21 22 22 23 24 25 26 27 28 28 29 30 31 32 33 34 34 35 36 37 38 39 40 40 41 42 43 44 45 46 47 47 48 49 50 51 52 53 53 54 55 56 57 58 59 59 60 61 62 63 64 65 65 66 67 68 69 70 71 71 72 73 74 75 76 77 77 78 79 80 81 82 83 83 84 85 86 
C2
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
C3
1 1 2 2 3 3 3 4 4 5 5 6 6 6 7 7 8 8 8 9 9 10 10 11 11 11 12 12 13 13 13 14 14 15 15 15 16 16 17 17 18 18 18 19 19 20 20 20 21 21 22 22 23 23 23 24 24 25 25 25 26 26 27 27 28 28 28 29 29 30 30 30 31 31 32 32 32 33 33 34 34 35 35 35 36 36 37 37 37 38 38 39 39 40 40 40 41 41 42 42 
C4
1 2 3 3 4 5 6 7 7 8 9 10 10 11 12 13 14 14 15 16 17 18 18 19 20 21 21 22 23 24 25 25 26 27 28 29 29 30 31 32 33 33 34 35 36 36 37 38 39 40 40 41 42 43 44 44 45 46 47 47 48 49 50 51 51 52 53 54 55 55 56 57 58 59 59 60 61 62 62 63 64 65 66 66 67 68 69 70 70 71 72 73 73 74 75 76 77 77 78 79 
C5
1 2 3 3 4 5 6 6 7 8 9 9 10 11 12 12 13 14 15 15 16 17 18 18 19 20 21 21 22 23 24 24 25 26 27 28 28 29 30 31 31 32 33 34 34 35 36 37 37 38 39 40 40 41 42 43 43 44 45 46 46 47 48 49 49 50 51 52 53 53 54 55 56 56 57 58 59 59 60 61 62 62 63 64 65 65 66 67 68 68 69 70 71 71 72 73 74 74 75 76 
C6
1 2 3 3 4 5 6 6 7 8 9 10 10 11 12 13 13 14 15 16 17 17 18 19 20 20 21 22 23 24 24 25 26 27 27 28 29 30 31 31 32 33 34 34 35 36 37 38 38 39 40 41 41 42 43 44 45 45 46 47 48 48 49 50 51 52 52 53 54 55 55 56 57 58 59 59 60 61 62 62 63 64 65 66 66 67 68 69 69 70 71 72 73 73 74 75 76 76 77 78 
C7
1 2 3 4 4 5 6 7 8 9 9 10 11 12 13 14 14 15 16 17 18 19 19 20 21 22 23 24 24 25 26 27 28 29 30 30 31 32 33 34 35 35 36 37 38 39 40 40 41 42 43 44 45 45 46 47 48 49 50 50 51 52 53 54 55 55 56 57 58 59 60 61 61 62 63 64 65 66 66 67 68 69 70 71 71 72 73 74 75 76 76 77 78 79 80 81 81 82 83 84 
C8
1 2 3 4 5 6 6 7 8 9 10 11 12 13 14 15 16 16 17 18 19 20 21 22 23 24 25 26 26 27 28 29 30 31 32 33 34 35 36 36 37 38 39 40 41 42 43 44 45 46 46 47 48 49 50 51 52 53 54 55 56 56 57 58 59 60 61 62 63 64 65 66 66 67 68 69 70 71 72 73 74 75 76 76 77 78 79 80 81 82 83 84 85 86 86 87 88 89 90 91 
C9
1 2 2 3 3 4 5 5 6 7 7 8 8 9 10 10 11 11 12 13 13 14 15 15 16 16 17 18 18 19 19 20 21 21 22 23 23 24 24 25 26 26 27 27 28 29 29 30 31 31 32 32 33 34 34 35 36 36 37 37 38 39 39 40 40 41 42 42 43 44 44 45 45 46 47 47 48 48 49 50 50 51 52 52 53 53 54 55 55 56 56 57 58 58 59 60 60 61 61 62 
C10
1 2 3 4 4 5 6 7 8 9 9 10 11 12 13 14 15 15 16 17 18 19 20 21 21 22 23 24 25 26 26 27 28 29 30 31 32 32 33 34 35 36 37 37 38 39 40 41 42 43 43 44 45 46 47 48 49 49 50 51 52 53 54 54 55 56 57 58 59 60 60 61 62 63 64 65 65 66 67 68 69 70 71 71 72 73 74 75 76 77 77 78 79 80 81 82 82 83 84 85 
;
param pevChargePrice
:
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 
:=
C1
1 2 4 5 7 8 10 12 14 15 17 18 20 21 23 24 26 29 31 35 39 42 45 48 50 52 54 56 58 60 62 65 68 73 78 83 89 93 97 100 103 105 108 110 113 115 120 126 135 146 159 170 180 187 193 196 200 203 207 210 214 217 221 224 228 231 235 238 242 245 249 252 256 259 263 266 278 297 326 362 407 445 474 496 510 516 522 528 534 540 546 552 558 564 570 576 582 588 594 600 
C2
1 2 4 5 7 8 10 12 14 15 17 18 20 21 23 24 26 29 31 35 39 42 45 48 50 52 54 56 58 60 62 65 68 73 78 83 89 93 97 100 103 105 108 110 113 115 120 126 135 146 159 170 180 187 193 196 200 203 207 210 214 217 221 224 228 231 235 238 242 245 249 252 256 259 263 266 278 297 326 362 407 445 474 496 510 516 522 528 534 540 546 552 558 564 570 576 582 588 594 600 
C3
1 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 18 20 23 27 31 35 39 42 44 46 47 49 51 53 55 57 59 62 65 69 72 75 78 80 82 84 86 88 90 92 95 98 101 106 110 114 118 121 124 126 128 131 133 135 138 140 142 144 146 149 151 153 155 158 160 162 164 167 169 171 182 203 232 270 318 358 389 411 425 430 435 440 445 450 455 460 465 470 475 480 485 490 495 500 
C4
1 2 4 5 7 8 10 12 14 15 17 18 20 21 23 24 26 29 31 35 39 42 45 48 50 52 54 56 58 60 62 65 68 73 78 83 89 93 97 100 103 105 108 110 113 115 120 126 135 146 159 170 180 187 193 196 200 203 207 210 214 217 221 224 228 231 235 238 242 245 249 252 256 259 263 266 278 297 326 362 407 445 474 496 510 516 522 528 534 540 546 552 558 564 570 576 582 588 594 600 
C5
1 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 18 20 23 27 31 35 39 42 44 46 47 49 51 53 55 57 59 62 65 69 72 75 78 80 82 84 86 88 90 92 95 98 101 106 110 114 118 121 124 126 128 131 133 135 138 140 142 144 146 149 151 153 155 158 160 162 164 167 169 171 181 198 222 254 294 326 352 371 383 387 392 396 401 405 410 414 419 423 428 432 437 441 446 450 
C6
52 54 56 59 62 65 68 72 75 78 81 83 86 89 91 94 97 100 104 108 112 115 119 122 125 128 131 134 137 140 143 146 150 154 159 164 169 173 177 180 184 187 190 193 196 200 204 208 213 218 224 229 234 239 243 246 250 253 257 260 264 267 271 274 278 281 285 288 292 295 299 302 306 309 313 316 321 328 337 347 359 369 378 385 390 394 398 402 406 410 414 418 422 426 430 434 438 442 446 450 
C7
1 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 18 20 23 27 31 35 39 42 44 46 47 49 51 53 55 57 59 62 65 69 72 75 78 80 82 84 86 88 90 92 95 98 101 106 110 114 118 121 124 126 128 131 133 135 138 140 142 144 146 149 151 153 155 158 160 162 164 167 169 171 181 198 222 254 294 326 352 371 383 387 392 396 401 405 410 414 419 423 428 432 437 441 446 450 
C8
1 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 18 20 23 27 31 35 39 42 44 46 47 49 51 53 55 57 59 62 65 69 72 75 78 80 82 84 86 88 90 92 95 98 101 106 110 114 118 121 124 126 128 131 133 135 138 140 142 144 146 149 151 153 155 158 160 162 164 167 169 171 181 198 222 254 294 326 352 371 383 387 392 396 401 405 410 414 419 423 428 432 437 441 446 450 
C9
1 1 2 3 4 6 7 8 9 10 11 12 13 14 15 16 18 20 23 27 31 35 39 42 44 46 47 49 51 53 55 57 59 62 65 69 72 75 78 80 82 84 86 88 90 92 95 98 101 106 110 114 118 121 124 126 128 131 133 135 138 140 142 144 146 149 151 153 155 158 160 162 164 167 169 171 182 203 232 270 318 358 389 411 425 430 435 440 445 450 455 460 465 470 475 480 485 490 495 500 
C10
1 2 4 5 7 8 10 12 14 15 17 18 20 21 23 24 26 29 31 35 39 42 45 48 50 52 54 56 58 60 62 65 68 73 78 83 89 93 97 100 103 105 108 110 113 115 120 126 135 146 159 170 180 187 193 196 200 203 207 210 214 217 221 224 228 231 235 238 242 245 249 252 256 259 263 266 278 297 326 362 407 445 474 496 510 516 522 528 534 540 546 552 558 564 570 576 582 588 594 600 
;
